vacancy_name,company_name,latitude,longitude,district,vacancy_url
Директор в департамент управления рисков и перестрахования,АО СО INSON,41.320971,69.250694,Shaykhantahur,https://hh.ru/vacancy/126244779
Product Marketing Manager,IMAN CAPITAL LTD,41.29845,69.27458,Mirabad,https://hh.ru/vacancy/127877047
Менеджер по развитию местных проектов со знанием корейского языка,"ПУ HANSHIN ENGINEERING & CONSTRUCTION CO., LTD",41.260515,69.085656,Ташкент,https://hh.ru/vacancy/128152559
Заведующий складом,Gift Master 2018,41.37962208131999,69.2253054857768,Almazar,https://hh.ru/vacancy/128608701
UX/UI-дизайнер,MULTICARD PAYMENT,41.304519,69.307036,Yashnabad,https://hh.ru/vacancy/128259239
Head Teacher (Руководитель преподавательского состава),Citi Fuel (ООО Staff Atlantic),41.327845,69.246185,Almazar,https://hh.ru/vacancy/127371171
СММ Менеджер,BIZNES BOMOND,41.366762,69.286465,Yunusabad,https://hh.ru/vacancy/128775761
Столяр,MERIDIAN GLOBAL TRADING,41.2608655898891,69.37274190103301,Bektemir,https://hh.ru/vacancy/128038226
Менеджер по инцидентам (L2 Support Engineer),TBC,41.321757,69.284336,Yunusabad,https://hh.ru/vacancy/128629423
Junior Penetration Tester,GROUP-IB TSHK,41.322116,69.283995,Yunusabad,https://hh.ru/vacancy/126971536
Менеджер по международному сотрудничеству,Акционерная Компания Узбектелеком,41.34119,69.336384,Mirzo Ulugbek,https://hh.ru/vacancy/127898457
Материальный бухгалтер,AKELA GROUP MACHINERY,41.229543,69.149391,Ташкент,https://hh.ru/vacancy/128655719
Маркетинговый аналитик,PAYNET,41.279986,69.25179,Yakkasaray,https://hh.ru/vacancy/128142195
Специалист по контролю движения активов,Korzinka (Anglesey food),NULL,NULL,Ташкент,https://hh.ru/vacancy/128666919
Графический дизайнер,Marvel Creative,NULL,NULL,Ташкент,https://hh.ru/vacancy/128691955
Machine learning engineer/AI engineer/AI Agent,TORA,41.326219,69.326916,Mirzo Ulugbek,https://hh.ru/vacancy/127923814
Юрисконсульт,DAMIRA BEVERAGES ENTERPRISE,41.298016,69.280554,Mirabad,https://hh.ru/vacancy/126642579
Prompt engineer,NAJOT TA’LIM MARKAZI,41.285828,69.203541,Chilanzar,https://hh.ru/vacancy/128554690
Проект менеджер по цифровым каналам OQ,UNITEL LLC,NULL,NULL,Ташкент,https://hh.ru/vacancy/128052688
"СММ-специалист в ресторан ""RIBAMBELLE""",RIBAMBELLE,41.316244,69.252625,Shaykhantahur,https://hh.ru/vacancy/127542433
HR-директор,СП ООО Premier Electrotech,NULL,NULL,Ташкент,https://hh.ru/vacancy/128607617
Сетевой инженер,ИП ООО AURUM GLOBAL GROUP,42.351559,64.233567,Ташкент,https://hh.ru/vacancy/128634653
Оператор службы поддержки,«UZUM TECHNOLOGIES»,41.332138,69.293301,Yunusabad,https://hh.ru/vacancy/127470579
Project Manager (Стажер),NANA VENTURES,NULL,NULL,Ташкент,https://hh.ru/vacancy/128443690
SAP Cutover Lead,LeverX,NULL,NULL,Ташкент,https://hh.ru/vacancy/128425052
Инженер-электронщик,СП ООО ARTIKUL AZIYA KABEL,NULL,NULL,Ташкент,https://hh.ru/vacancy/128165340
Контролер качества,HEALTH LINE,41.217063,69.190597,Yangi hayot,https://hh.ru/vacancy/126634332
Technical Writer,GROUP-IB TSHK,NULL,NULL,Ташкент,https://hh.ru/vacancy/124780456
Главный механик,CHINOZ NEFTNI QAYTA ISHLASH ZAVODI,40.93481,68.7633,Ташкент,https://hh.ru/vacancy/128735856
Senior Consultant in Legal Department,ООО «KPMG AUDIT»,41.337283,69.282333,Yunusabad,https://hh.ru/vacancy/128365236
"Фронт-офис менеджер в ""PRAGA HOTEL""",PRAGA HOTEL,41.281369,69.245699,Yakkasaray,https://hh.ru/vacancy/128776150
Менеджер по продажам,USMA FUTURE (InHunter),41.30443473791537,69.31010942610088,Yashnabad,https://hh.ru/vacancy/128631332
Мобилограф,Кондитерская сеть Cake Lab,NULL,NULL,Ташкент,https://hh.ru/vacancy/128676811
Координатор 1С (руководитель),BOSTON OIL TRADE (Uztobacco),41.27723115601255,69.33255854365481,Yashnabad,https://hh.ru/vacancy/128033600
Специалист СБ в Управление собственной безопасности,AVO.UZ,41.29471,69.265858,Yakkasaray,https://hh.ru/vacancy/128625266
Менеджер по продажам,SUPER CHN MOTORS,41.28711867338242,69.21681019221371,Chilanzar,https://hh.ru/vacancy/127990079
1С Специалист-консультант,ЧП INTERFACOM,NULL,NULL,Ташкент,https://hh.ru/vacancy/127979404
Motion Designer (Customer Experience Designer (Graphic Design Focus)),BYD CENTRAL ASIA OOO,41.293477,69.278147,Mirabad,https://hh.ru/vacancy/126462165
Delta CRM Support Engineer,TBC,NULL,NULL,Ташкент,https://hh.ru/vacancy/127847238
Business Strategy Manager,Antal International Tashkent Xususiy Bandlik Agentligi,NULL,NULL,Ташкент,https://hh.ru/vacancy/128138069
Sales Manager,АО ИП Эфес Казахстан,NULL,NULL,Ташкент,https://hh.ru/vacancy/128312751
Senior Product Manager (Fintech + E-com),«UZUM TECHNOLOGIES»,41.278482,69.271562,Yakkasaray,https://hh.ru/vacancy/128419740
Менеджер по управлению кредитными рисками,TBC,NULL,NULL,Ташкент,https://hh.ru/vacancy/128034811
Senior digital manager (сотрудничество с компанией Coca Cola),DAS MARKETING,41.300692,69.305464,Yashnabad,https://hh.ru/vacancy/128782072
Главный юрист,ASSET LEASING AND FINANCE,41.290909,69.282441,Mirabad,https://hh.ru/vacancy/128044212
Администратор Jira\Confluence,Ipotekabank OTP Group,NULL,NULL,Ташкент,https://hh.ru/vacancy/125366899
Учитель узбекского языка (как иностранного) в старших классах,Inventors World,41.304784,69.304234,Yashnabad,https://hh.ru/vacancy/125597062
Менеджер по продажам рекламы,PROGRAMMATIC TECHNOLOGIES,41.299093,69.271337,Mirabad,https://hh.ru/vacancy/128733542
Руководитель в отдел видеопроизводства,Технологический парк программных продуктов и информационных технологий,41.342666,69.337858,Mirzo Ulugbek,https://hh.ru/vacancy/128439387
Руководитель административного отдела,LAVOROSOLUTIONS,41.337148,69.284722,Yunusabad,https://hh.ru/vacancy/128746872
Контент-менеджер,TEXNOLAND GROUP TRADE,41.302338,69.209309,Shaykhantahur,https://hh.ru/vacancy/126727017
CFO (Head of Finance),"Person Hunters, ООО",NULL,NULL,Ташкент,https://hh.ru/vacancy/128029686
Junior QA,OCTO,41.288192,69.251781,Yakkasaray,https://hh.ru/vacancy/127525670
Ассистент маркетолога,MOM AND CHILD,41.303734,69.258887,Yakkasaray,https://hh.ru/vacancy/128783532
SMM-менеджер + мобилограф для парфюмерного бренда,ИП ООО SANOAT ENERGETIKA GURUHI ENERA,NULL,NULL,Ташкент,https://hh.ru/vacancy/128774848
Оператор видеонаблюдения,CENTROPOLIS,41.30391,69.245169,Chilanzar,https://hh.ru/vacancy/128579106
Аналитик 1С (ERP),CURATIO PHARM,41.353463,69.300955,Yunusabad,https://hh.ru/vacancy/123290957
HR Директор -HR менеджер,UZTRANSFORMATOR,41.222388,69.312498,Bektemir,https://hh.ru/vacancy/128767285
HR Manager,Rich Cargo INC.,41.318391,69.280734,Yunusabad,https://hh.ru/vacancy/127228981
Специалист по автотестам (в офис),NeoTech,41.317172,69.248457,Shaykhantahur,https://hh.ru/vacancy/128107507
Начальник отдела сопровождения и анализа продаж и обслуживания,Universal Mobile Systems ( ТМ Mobiuz ),41.317716554592174,69.28160058895475,Yunusabad,https://hh.ru/vacancy/127814244
Финансист экономист,PROBUILD GENERATION,41.32608,69.32667,Mirzo Ulugbek,https://hh.ru/vacancy/127937347
Старший менеджер по продажам и развитию бизнеса (SBDM),PRO DATA,NULL,NULL,Ташкент,https://hh.ru/vacancy/128654802
Руководитель команды и развития АБС,Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/126265832
Тестировщик / QA Engineer,My Taxi,41.295476,69.246274,Yakkasaray,https://hh.ru/vacancy/128670615
DevOps Engineer,UNITEL LLC,41.341379,69.335396,Mirzo Ulugbek,https://hh.ru/vacancy/127248273
SMM-менеджер,BERDIMURODOV MIRJAHON DILSHOD O‘G‘LI,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128507137
Тестировщик,ZAYRX,41.304052,69.215381,Shaykhantahur,https://hh.ru/vacancy/128792221
Технолог пищевого производства,ЧП ARTISHOK SUPER FOOD,41.353544,69.345529,Mirzo Ulugbek,https://hh.ru/vacancy/127958721
UI/UX Designer,COSCOM ТМ Ucell,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128073354
Копирайтер в международные проекты Такси,Яндекс,NULL,NULL,Ташкент,https://hh.ru/vacancy/128764598
Web Designer (Crypto & FinTech),ASTERIUM,41.294717,69.278811,Mirabad,https://hh.ru/vacancy/127982761
Главный/Ведущий специалист отдела отчетности и работы с данными (моделист),APEX BANK,NULL,NULL,Ташкент,https://hh.ru/vacancy/128553624
Junior QA Engineer,a1qa (ООО ITRANSITION),41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128635962
Специалист управления soft collection,АКБ Тенге Банк,41.315039,69.321158,Yashnabad,https://hh.ru/vacancy/128729941
Директор по маркетингу,Кондитерская сеть Cake Lab,41.28466,69.25406,Yakkasaray,https://hh.ru/vacancy/128756306
Contract Engineer,UET CONSTRUCTION,41.2840524147644,69.25901315574546,Yakkasaray,https://hh.ru/vacancy/128177584
Senior Data Scientist,HUMAN AND CAPITAL,41.30563,69.263324,Yakkasaray,https://hh.ru/vacancy/128448891
Инженер-конструктор,Metall ART,41.227176,69.247029,Ташкент,https://hh.ru/vacancy/128721873
Финансовый аналитик,PRO-STAFF,NULL,NULL,Ташкент,https://hh.ru/vacancy/128776398
Менеджер по работе с клиентами,JOY LAND,NULL,NULL,Ташкент,https://hh.ru/vacancy/128172429
Графический дизайнер,Print Media,41.311393723840204,69.28757050385403,Mirzo Ulugbek,https://hh.ru/vacancy/126229535
Специалист по Digital-маркетингу и SMM,UzVIP,41.303808,69.321526,Yashnabad,https://hh.ru/vacancy/128237248
Директор по маркетингу (Финансовое направление),ROODELL,41.234649,69.207413,Sergeli,https://hh.ru/vacancy/128739374
Accounts Receivable specialist (Octane),Citi Fuel (ООО Staff Atlantic),NULL,NULL,Ташкент,https://hh.ru/vacancy/128281149
Руководитель первой линии технической поддержки,PRO DATA,NULL,NULL,Ташкент,https://hh.ru/vacancy/128654913
Event-менеджер,Unique Present Media Holding,41.339558,69.261716,Shaykhantahur,https://hh.ru/vacancy/125015162
Energiya audit mutaxassisi / Энергия аудит мутахассиси / Энергетический аудитор,ARIF GROUP UNITED,41.282287772278195,69.253611280332,Yakkasaray,https://hh.ru/vacancy/128046133
Sales & warehouse director / Директор по продажам и складу,DEPART SPARE,NULL,NULL,Ташкент,https://hh.ru/vacancy/128171625
Менеджер по развитию бизнеса (застройщики / первичный рынок),A-INTELLIGENCE,41.295733,69.293184,Mirabad,https://hh.ru/vacancy/128734515
Директор департамента по работе с обращениями,«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/128295427
Менеджер по генерации лидов со знанием английского языка(IntellectDialog - Резидент Astana Hub),ИнтеллектДиалог,NULL,NULL,Ташкент,https://hh.ru/vacancy/128657182
"Key Account Manager (B2B/B2G, облачные решения)",ROMANOV MEHANICA GROUP XUSUSIY BANDLIK AGENTLIGI,41.341495,69.3366,Mirzo Ulugbek,https://hh.ru/vacancy/128669111
Руководитель отдела продаж,SOHO BEAUTY CLUB STUDIO,41.324093,69.297981,Mirzo Ulugbek,https://hh.ru/vacancy/128005693
Официант в Сеть Кофеен B&B,THE HIDEOUT ( B&B - Beans and Brews Coffee House),41.327438,69.340822,Mirzo Ulugbek,https://hh.ru/vacancy/128139969
Директор по персоналу (HRD),PROBUILD GENERATION,41.32608,69.32667,Mirzo Ulugbek,https://hh.ru/vacancy/128592794
Менеджер по продукту,Asia Pharm Group,41.286004,69.253748,Yakkasaray,https://hh.ru/vacancy/128042604
Коммерческий директор (CCO),DIGITAL EDGE CONSULT,41.29083469451343,69.25051058895706,Yakkasaray,https://hh.ru/vacancy/127854466
SMM специалист,Azart Tech LLC,25.063907,55.15752,Ташкент,https://hh.ru/vacancy/128761947
Rekruter / Рекрутер,GLOBAL MEDICAL CENTER,41.21648,69.22714,Sergeli,https://hh.ru/vacancy/128146882
Финансовый менеджер,Grand Diantus,41.317003950181984,69.29100666795121,Mirzo Ulugbek,https://hh.ru/vacancy/128750661
Старший менеджер по продажам спецтехники,ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY,NULL,NULL,Ташкент,https://hh.ru/vacancy/128625094
Преподаватель математики (на русском языке),Newton Academy KZ,NULL,NULL,Ташкент,https://hh.ru/vacancy/128578892
Payroll Associate Manager,ACWA POWER TECHNICAL AND FINANCIAL SERVICES,41.337283,69.282333,Yunusabad,https://hh.ru/vacancy/128261990
SMM-менеджер,Darian Electronics (ООО MERAS TRADE CO),41.314537,69.236519,Shaykhantahur,https://hh.ru/vacancy/128769574
Главный бухгалтер,PRO-STAFF,NULL,NULL,Ташкент,https://hh.ru/vacancy/128777809
Инспектор по кадрам,DAVR-SMART-SERVICE,41.197803,69.236222,Yangi hayot,https://hh.ru/vacancy/127873210
"Руководитель отдела продаж, РОП",WebMediaGroup,NULL,NULL,Ташкент,https://hh.ru/vacancy/128543642
Руководитель отдела продаж,TEAM University,41.309051,69.344272,Yashnabad,https://hh.ru/vacancy/128788879
Специалист по подбору персонала,EDEM BISTRO,41.287901,69.305896,Yashnabad,https://hh.ru/vacancy/128735245
Инженер по охране труда и технике безопасности,ALUBEST EXTRUSIONS,41.458578,69.537598,Ташкент,https://hh.ru/vacancy/128734677
Salesperson (Octane),Citi Fuel (ООО Staff Atlantic),NULL,NULL,Ташкент,https://hh.ru/vacancy/121672276
SMM-менеджер,AB PHARMA LINE,41.29602437081865,69.27547431385422,Mirabad,https://hh.ru/vacancy/127406500
Специалист по закупкам / ВЭД,LIDER TEAM,41.27403,69.293472,Mirabad,https://hh.ru/vacancy/128258027
Data Engineer (Data LakeHouse),UCMG,NULL,NULL,Ташкент,https://hh.ru/vacancy/128558843
Руководитель команды судебного взыскания (Litigation Lead),TBC,41.298213,69.278263,Mirabad,https://hh.ru/vacancy/124326886
Главный юрисконсульт,ASAKA CAPITAL INVEST,41.290042,69.276179,Mirabad,https://hh.ru/vacancy/128767514
Кассир в Сеть Кофеен B&B,THE HIDEOUT ( B&B - Beans and Brews Coffee House),41.327438,69.340822,Mirzo Ulugbek,https://hh.ru/vacancy/128140594
Архитектор-проектировщик,HORECA PARTNERS,41.364664,69.287714,Yunusabad,https://hh.ru/vacancy/128692299
Менеджер по продажам,Национальный межбанковский процессинговый центр,41.305204,69.335199,Yashnabad,https://hh.ru/vacancy/127436942
Кредитный аналитик,YANGI BANK,41.33446,69.284165,Yunusabad,https://hh.ru/vacancy/128771637
Видеограф/Мобилограф,DIGITALVERSE,41.314395,69.243723,Shaykhantahur,https://hh.ru/vacancy/128504033
Ofis menejer,Jarvis,41.264792,69.200011,Chilanzar,https://hh.ru/vacancy/128655086
"Оператор WMS (стажер), г. Ташкент",Balton Trading Asia,41.267889,69.301395,Mirabad,https://hh.ru/vacancy/128691277
Middle Data Engineer,Alif Uzbekistan,NULL,NULL,Ташкент,https://hh.ru/vacancy/128072106
Маркетолог в компанию UYDA UZ,MUMINOV JAXONGIR FARXODOVICH,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128778068
Project Manager,OQTEPA-FOOD-SERVICE,41.267923,69.210225,Chilanzar,https://hh.ru/vacancy/128078607
Учитель английского языка для русских классов (Келес),RENESSANS SCHOOL KELES,41.124816,69.417071,Ташкент,https://hh.ru/vacancy/128722220
"Руководитель по обучению персонала, управлению талантами и карьерному развитию",Центральный Банк Республики Узбекистан,41.30857,69.27432,Mirabad,https://hh.ru/vacancy/128332878
Менеджер по корпоративным коммуникациям / PR бизнес партнер,WILDBERRIES,41.331562,69.269047,Shaykhantahur,https://hh.ru/vacancy/126435691
Начальник сектора поддержки и развития информационных систем,SERVOLUX CA,40.91045,69.64368,Ташкент,https://hh.ru/vacancy/128697612
Специалист по информационной безопасности,Global Solutions,41.29179,69.268157,Yakkasaray,https://hh.ru/vacancy/128707286
"Начальник Управления комплаенс-контроля ""Garant bank""",Garant bank,41.295015,69.277985,Mirabad,https://hh.ru/vacancy/128746798
Retail Marketing Specialist,ООО Samsung Electronics Uzbekistan,NULL,NULL,Ташкент,https://hh.ru/vacancy/126806350
Grant Writer,ОЮ UZBEKISTAN CREATIVE ASSOCIATION,41.328088,69.314735,Mirzo Ulugbek,https://hh.ru/vacancy/127888043
Личный ассистент,GRAVIX AGENCY,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128504761
Vertical Market Manager (Sales Department),Sika,41.24898621102602,69.37644033331291,Bektemir,https://hh.ru/vacancy/128654566
Финансовый аналитик,Index Consulting Company,41.335963,69.289986,Yunusabad,https://hh.ru/vacancy/128728638
Продавец-консультант в магазин американских витаминов и спортивного питания,ISMOIL IBROKHIM AKHMATJON O'GLI,NULL,NULL,Ташкент,https://hh.ru/vacancy/128740630
Бизнес-аналитик,ASTERIUM,41.294717,69.278811,Mirabad,https://hh.ru/vacancy/127151516
Химик,СП REKA-MED FARM,NULL,NULL,Ташкент,https://hh.ru/vacancy/128235471
Специалист по искусственному интеллекту,AKFA BUILDING MATERIALS,NULL,NULL,Ташкент,https://hh.ru/vacancy/128305388
SMM-специалист / мобилограф,SCENE,41.31514,69.299652,Mirzo Ulugbek,https://hh.ru/vacancy/128724704
Mid/Snr Systems administrator,TBC,NULL,NULL,Ташкент,https://hh.ru/vacancy/128106745
Sales Manager,ITKEYSOFTTECH,NULL,NULL,Ташкент,https://hh.ru/vacancy/127551821
Руководитель службы электронной коммерции,UNITEL LLC,NULL,NULL,Ташкент,https://hh.ru/vacancy/128013143
Помощник заведующего складом/водитель,Soleil Beauty International,NULL,NULL,Ташкент,https://hh.ru/vacancy/128752763
Assistant to the Director / Project Manager,Citi Fuel (ООО Staff Atlantic),NULL,NULL,Ташкент,https://hh.ru/vacancy/128056564
Старший менеджер департамента корпоративного кредитного андеррайтинга,Ipotekabank OTP Group,NULL,NULL,Ташкент,https://hh.ru/vacancy/128733601
Information Security Risk Manager​,Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/127840056
Системный инженер,TIMSOH,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/127545121
Кондитер декоратор,Камолиддин Гафуров,41.314937,69.289304,Mirzo Ulugbek,https://hh.ru/vacancy/128503833
Продавец-консультант (Ташкент Сити Мол),HAIM GLOBAL,41.311158,69.279737,Yunusabad,https://hh.ru/vacancy/126110389
Главный специалист отдела системного сопровождения,UZCARD (АО ЕОПЦ),41.323274,69.258617,Shaykhantahur,https://hh.ru/vacancy/128461765
"Менеджер по развитию направления (ворота, роллеты, автоматика)",АЛЮТЕХ-АЗИЯ,41.292705,69.281659,Mirabad,https://hh.ru/vacancy/128721220
Senior System Analyst (Системный аналитик),АО ANOR BANK,41.306674,69.284839,Yashnabad,https://hh.ru/vacancy/128302817
Системный аналитик (middle/middle+),DAILY MAIL,41.23976041213401,69.31708954431024,Ташкент,https://hh.ru/vacancy/128117099
Head of Tax,Cornerstone Russia,NULL,NULL,Ташкент,https://hh.ru/vacancy/128759547
Dynamics 365 Business Central Functional Consultant,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/127841171
HR менеджер,ZUMA - PHARMA,41.24224,69.45184,Yangi Tashkent,https://hh.ru/vacancy/126132843
Директор по маркетингу в строительный бизнес,СOMPASS MANAGEMENT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128380847
Директор управляющей компании,Bontech Medical,41.329822,69.291145,Yunusabad,https://hh.ru/vacancy/128782010
Коммерческий директор (CCO),Antal International Tashkent Xususiy Bandlik Agentligi,NULL,NULL,Ташкент,https://hh.ru/vacancy/126068289
Учитель по математике на английском языке SAT,CENTILLION PLUS,41.215354,69.215148,Sergeli,https://hh.ru/vacancy/127866256
Pre-sale\Пресейл инженер,TIMSOH,NULL,NULL,Ташкент,https://hh.ru/vacancy/127526488
Менеджер по продажам (B2B),Первый Бит,41.301817,69.269397,Mirabad,https://hh.ru/vacancy/128547622
Руководитель отдела запасных частей,ООО ASTANA MOTORS COMPANY,41.372311,69.286681,Yunusabad,https://hh.ru/vacancy/128653019
Графический дизайнер,MEDIAHOME,41.314537,69.236564,Shaykhantahur,https://hh.ru/vacancy/128720155
B2B Call-center Manager,EVISION CA,NULL,NULL,Ташкент,https://hh.ru/vacancy/128686015
"Brand, Marketing & Communications Specialist",EY Uzbekistan,41.320707,69.300191,Mirzo Ulugbek,https://hh.ru/vacancy/128143804
Бизнес-аналитик,Национальный межбанковский процессинговый центр,41.305204,69.335199,Yashnabad,https://hh.ru/vacancy/128689442
Специалист по экономической безопасности,Яндекс,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128680549
Руководитель отдела продаж,Garmoniya Farm,41.353327,69.257611,Almazar,https://hh.ru/vacancy/127248556
Senior Officer on Internal Communications and PR,НОУ Westminster International University in Tashkent,41.307073,69.283366,Mirabad,https://hh.ru/vacancy/127994162
Дизайнер — проект «Безопасный город»,Xavfsiz shahar tizimlarini rivojlantirish markazi,NULL,NULL,Ташкент,https://hh.ru/vacancy/128699439
Internal Security Auditor​,Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/127840230
Metrics & KRI/KPI Analyst,Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/127853863
Influencer / Model Scout (Cold Outreach),Social Discovery Group,NULL,NULL,Ташкент,https://hh.ru/vacancy/128366378
Финансист,ЧП «Poytaht Group»,41.260725,69.239312,Sergeli,https://hh.ru/vacancy/127811361
Менеджер по продажам B2B,СП ООО IST TELEKOM,41.30384777495893,69.32147400201652,Yashnabad,https://hh.ru/vacancy/127499560
Специалист по товарной и технической безопасности,Korzinka (Anglesey food),NULL,NULL,Ташкент,https://hh.ru/vacancy/128731336
Senior Product Designer в BILLZ,TBC,41.304039,69.28306,Mirabad,https://hh.ru/vacancy/128314358
Бренд-шеф пиццерии,LES-AILES (“PERESPECTIVE UNION” МЧЖ),41.328515,69.273529,Yunusabad,https://hh.ru/vacancy/126670499
Графический дизайнер,«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/128245421
Менеджер по онлайн продажам (Маркетплейсам),AB PHARMA LINE,41.295989342687974,69.27547115831477,Mirabad,https://hh.ru/vacancy/128306265
Консультант-методолог по 1С ERP,Perfect balance,NULL,NULL,Ташкент,https://hh.ru/vacancy/128639713
Key account manager,«UZUM TECHNOLOGIES»,41.278482,69.271562,Yakkasaray,https://hh.ru/vacancy/121893706
Специалист сопровождения продукта,AVO.UZ,41.294297,69.282836,Mirabad,https://hh.ru/vacancy/127722550
AI-специалист,INNOVATSIYA TEXNOLOGIYALARI MARKAZI,41.25579,69.196139,Chilanzar,https://hh.ru/vacancy/128050210
Производственный мясной технолог,YATT SHUHRATOV ZIKRILLO BAHODIR O‘G‘LI,41.307358,69.161976,Uchtepa,https://hh.ru/vacancy/128720859
AI Engineer,TENZOR SOFT,41.298463,69.338361,Yashnabad,https://hh.ru/vacancy/128316890
AI Engineer,NOVA RENESSANS,41.298463,69.338361,Yashnabad,https://hh.ru/vacancy/128315412
Аналитик продаж (текстильное производство),Vesbini,41.201345,69.159416,Ташкент,https://hh.ru/vacancy/128007586
Специалист по документации лекарственных средств,СП REKA-MED FARM,NULL,NULL,Ташкент,https://hh.ru/vacancy/128237325
Менеджер по туризму (Туроператор),ONE WORLD TOURISM,41.342097,69.23739,Almazar,https://hh.ru/vacancy/128653246
Верстальщик дизайнер в типографию,ЧП Unique Print,41.338908,69.204332,Shaykhantahur,https://hh.ru/vacancy/128701628
"Бизнес-аналитик, Middle/Middle+ (офис, г. Ташкент)",CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,41.304648,69.321113,Yashnabad,https://hh.ru/vacancy/128639048
Менеджер по продукту,UNITEL LLC,41.341379,69.335396,Mirzo Ulugbek,https://hh.ru/vacancy/127967949
Консультант / Старший консультант в Группу цифровых финансов (Финансово-банковский сектор),ООО «KPMG AUDIT»,41.337283,69.282333,Yunusabad,https://hh.ru/vacancy/128737291
Менеджер по подбору персонала,STRIVE FOR HOSPITALITY,NULL,NULL,Ташкент,https://hh.ru/vacancy/128626161
Помощник/ассистент руководителя,Azart Tech LLC,25.063907,55.15752,Ташкент,https://hh.ru/vacancy/128713521
QA-инженер,HamkorBank,41.353063,69.23845,Almazar,https://hh.ru/vacancy/128162400
Pre-sale менеджер,U-BSSYS,41.305373,69.283375,Mirabad,https://hh.ru/vacancy/128148521
Финансовый директор (CFO),DIGITAL EDGE CONSULT,41.29084846560589,69.25054676452486,Yakkasaray,https://hh.ru/vacancy/127854575
Офис-менеджер/HR ассистент,FC LLC ASBC ENTITY,NULL,NULL,Ташкент,https://hh.ru/vacancy/128733796
Менеджер по продажам автомобилей,ООО LuckyCar,41.297224,69.333034,Yashnabad,https://hh.ru/vacancy/128628756
Инженер по охране труда и технике безопасности,NAVBAHOR HOLDING (Memory Pharm AG),41.287508,69.211626,Chilanzar,https://hh.ru/vacancy/128733149
Менеджер по развитию партнеров (KAM),«UZUM TECHNOLOGIES»,41.278482,69.271562,Yakkasaray,https://hh.ru/vacancy/123217228
Архитектор,TheRed,41.298152,69.273916,Mirabad,https://hh.ru/vacancy/128076781
Оператор контактного центра (г. Ташкент),«UZUM TECHNOLOGIES»,41.314537,69.236564,Shaykhantahur,https://hh.ru/vacancy/123505672
Менеджер по продажам оборудования,IFT Innovation,41.325255564563776,69.3037512463841,Mirzo Ulugbek,https://hh.ru/vacancy/128408415
Мобилограф,DECORATION MATERIALS,NULL,NULL,Ташкент,https://hh.ru/vacancy/126162783
Территориальный менеджер (Руководитель группы магазинов),ИП ООО Xalq Retail,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128700147
System Analyst,Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/126407554
Продуктовый менеджер,Национальный межбанковский процессинговый центр,41.305204,69.335199,Yashnabad,https://hh.ru/vacancy/128711763
ИТ - специалист,АКБ Агробанк,41.319508,69.253551,Shaykhantahur,https://hh.ru/vacancy/128408088
Менеджер по работе с ключевыми клиентами СНГ,"СИБУР, Группа компаний",NULL,NULL,Ташкент,https://hh.ru/vacancy/128776113
Сервис менеджер,FULL STACK SOLUTION,41.336342,69.282432,Yunusabad,https://hh.ru/vacancy/128603883
Менеджер по продажам программного продукта,"Person Hunters, ООО",NULL,NULL,Ташкент,https://hh.ru/vacancy/127984666
Инженер по расчёту опалубки,AZIYA FORMWORK,41.298859902558924,69.27189057478734,Mirabad,https://hh.ru/vacancy/128394115
Региональный Трейд-маркетинг менеджер,DAMIRA BEVERAGES ENTERPRISE,NULL,NULL,Ташкент,https://hh.ru/vacancy/128726626
Продюсер личного бренда,Raskills,NULL,NULL,Ташкент,https://hh.ru/vacancy/128514870
DevOps инженер,Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/128032201
Project Manager (Операционка),«UZUM TECHNOLOGIES»,41.31852,69.299095,Mirzo Ulugbek,https://hh.ru/vacancy/128462828
Менеджер по экспорту,VAN UNIVERSAL MOTORS,41.27173203759138,69.26449397222193,Yakkasaray,https://hh.ru/vacancy/128155918
Главный инженер проекта,СП ООО Nazarov Rakhimbayev Group,NULL,NULL,Ташкент,https://hh.ru/vacancy/128144047
